eName	eChr	eStart	eEnd	Sample	Source	Repeat_Class
chr5-134045185-134046358	chr5	134045185	134046358	MMC-seq	CircleSeeker	Both
chr5-63222760-63224465	chr5	63222760	63224465	MMC-seq	CircleSeeker	Both
chr18-77201353-77202354	chr18	77201353	77202354	MMC-seq	CircleSeeker	Both
chr11-72538574-72540204	chr11	72538574	72540204	MMC-seq	CircleSeeker	Both
chr8-140498316-140499818	chr8	140498316	140499818	MMC-seq	CircleSeeker	Both
chr2-152480915-152483505	chr2	152480915	152483505	MMC-seq	CircleSeeker	Both
chr15-66686852-66687947	chr15	66686852	66687947	MMC-seq	CircleSeeker	Both
chr8-128191605-128192707	chr8	128191605	128192707	MMC-seq	CircleSeeker	Both
chr5-135174924-135176222	chr5	135174924	135176222	MMC-seq	CircleSeeker	Both
chrX-96831484-96833320	chrX	96831484	96833320	MMC-seq	CircleSeeker	Both
chr2-233783400-233783812	chr2	233783400	233783812	MMC-seq	CircleSeeker	Both
chr10-31608804-31610713	chr10	31608804	31610713	MMC-seq	CircleSeeker	Both
chr19-11216515-11217656	chr19	11216515	11217656	MMC-seq	CircleSeeker	Both
chr2-32354715-32355956	chr2	32354715	32355956	MMC-seq	CircleSeeker	Both
chr11-76182440-76182905	chr11	76182440	76182905	MMC-seq	CircleSeeker	Both
chr5-104148594-104149514	chr5	104148594	104149514	MMC-seq	CircleSeeker	Both
chr7-149665444-149666352	chr7	149665444	149666352	MMC-seq	CircleSeeker	Both
chr5-22970967-22971521	chr5	22970967	22971521	MMC-seq	CircleSeeker	Both
chr4-10035141-10036627	chr4	10035141	10036627	MMC-seq	CircleSeeker	Both
chr2-29656205-29657733	chr2	29656205	29657733	MMC-seq	CircleSeeker	Both
chr5-18929382-18929987	chr5	18929382	18929987	MMC-seq	CircleSeeker	Both
chr19-49871534-49872855	chr19	49871534	49872855	MMC-seq	CircleSeeker	Both
chr1-113418855-113420680	chr1	113418855	113420680	MMC-seq	CircleSeeker	Both
chr11-99599402-99601668	chr11	99599402	99601668	MMC-seq	CircleSeeker	Both
chr4-128607768-128608713	chr4	128607768	128608713	MMC-seq	CircleSeeker	Both
chr1-111495285-111495956	chr1	111495285	111495956	MMC-seq	CircleSeeker	Both
chr13-36195729-36197656	chr13	36195729	36197656	MMC-seq	CircleSeeker	Inverted-Repeat
chr9-83047879-83051149	chr9	83047879	83051149	MMC-seq	CircleSeeker	Inverted-Repeat
chr11-19802269-19803465	chr11	19802269	19803465	MMC-seq	CircleSeeker	Inverted-Repeat
chr14-97925223-97926314	chr14	97925223	97926314	MMC-seq	CircleSeeker	Inverted-Repeat
chr10-99626567-99630043	chr10	99626567	99630043	MMC-seq	CircleSeeker	Inverted-Repeat
chr15-66984466-66985908	chr15	66984466	66985908	MMC-seq	CircleSeeker	Inverted-Repeat
chrX-25473259-25475783	chrX	25473259	25475783	MMC-seq	CircleSeeker	Inverted-Repeat
chr22-21344384-21345173	chr22	21344384	21345173	MMC-seq	CircleSeeker	Inverted-Repeat
chr8-111265620-111267185	chr8	111265620	111267185	MMC-seq	CircleSeeker	Inverted-Repeat
chr2-111591310-111592942	chr2	111591310	111592942	MMC-seq	CircleSeeker	Inverted-Repeat
chr5-36866954-36868492	chr5	36866954	36868492	MMC-seq	CircleSeeker	Inverted-Repeat
chr5-4926585-4927280	chr5	4926585	4927280	MMC-seq	CircleSeeker	Inverted-Repeat
chr22-49182304-49182630	chr22	49182304	49182630	MMC-seq	CircleSeeker	Inverted-Repeat
chr5-54354619-54360329	chr5	54354619	54360329	MMC-seq	CircleSeeker	Inverted-Repeat
chr21-39745052-39747638	chr21	39745052	39747638	MMC-seq	CircleSeeker	Inverted-Repeat
chr17-6746047-6747427	chr17	6746047	6747427	MMC-seq	CircleSeeker	Inverted-Repeat
chr1-11588922-11592561	chr1	11588922	11592561	MMC-seq	CircleSeeker	Inverted-Repeat
chr5-32108155-32110089	chr5	32108155	32110089	MMC-seq	CircleSeeker	Inverted-Repeat
chr6-41790962-41792217	chr6	41790962	41792217	MMC-seq	CircleSeeker	Inverted-Repeat
chr6-13764580-13766016	chr6	13764580	13766016	MMC-seq	CircleSeeker	Inverted-Repeat
chr17-2273607-2275892	chr17	2273607	2275892	MMC-seq	CircleSeeker	Inverted-Repeat
chr1-63711225-63712606	chr1	63711225	63712606	MMC-seq	CircleSeeker	Inverted-Repeat
chr17-5218213-5221056	chr17	5218213	5221056	MMC-seq	CircleSeeker	Inverted-Repeat
chr6-35862831-35865720	chr6	35862831	35865720	MMC-seq	CircleSeeker	Inverted-Repeat
chr10-6447366-6448750	chr10	6447366	6448750	MMC-seq	CircleSeeker	Inverted-Repeat
chr6-12194495-12194911	chr6	12194495	12194911	MMC-seq	CircleSeeker	Inverted-Repeat
chr5-39077163-39079750	chr5	39077163	39079750	MMC-seq	CircleSeeker	Inverted-Repeat
chr6-5507967-5510515	chr6	5507967	5510515	MMC-seq	CircleSeeker	Inverted-Repeat
chr11-95270230-95271064	chr11	95270230	95271064	MMC-seq	CircleSeeker	Inverted-Repeat
chr9-44731283-44731835	chr9	44731283	44731835	MMC-seq	CircleSeeker	Inverted-Repeat
chr6-52749300-52752228	chr6	52749300	52752228	MMC-seq	CircleSeeker	Inverted-Repeat
chr12-478372-479072	chr12	478372	479072	MMC-seq	CircleSeeker	Inverted-Repeat
chr2-209602970-209605227	chr2	209602970	209605227	MMC-seq	CircleSeeker	Inverted-Repeat
chr1-112055766-112058143	chr1	112055766	112058143	MMC-seq	CircleSeeker	Inverted-Repeat
chr17-77259596-77260519	chr17	77259596	77260519	MMC-seq	CircleSeeker	Inverted-Repeat
chr2-135704930-135705915	chr2	135704930	135705915	MMC-seq	CircleSeeker	Inverted-Repeat
chr5-10342636-10344352	chr5	10342636	10344352	MMC-seq	CircleSeeker	Inverted-Repeat
chr2-214251546-214252360	chr2	214251546	214252360	MMC-seq	CircleSeeker	Inverted-Repeat
chr11-128680001-128682604	chr11	128680001	128682604	MMC-seq	CircleSeeker	Inverted-Repeat
chr2-13414875-13416888	chr2	13414875	13416888	MMC-seq	CircleSeeker	Inverted-Repeat
chr3-47302936-47303627	chr3	47302936	47303627	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr21-33104425-33105895	chr21	33104425	33105895	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr10-109757030-109758917	chr10	109757030	109758917	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-62489184-62490786	chr11	62489184	62490786	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-23008806-23009532	chr5	23008806	23009532	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-34514625-34515488	chr17	34514625	34515488	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-2877977-2880827	chr16	2877977	2880827	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-37341844-37342377	chr1	37341844	37342377	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-71369396-71372759	chr16	71369396	71372759	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-81954062-81954839	chr17	81954062	81954839	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr20-48810417-48810974	chr20	48810417	48810974	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr6-115267507-115268783	chr6	115267507	115268783	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr20-38981687-38982101	chr20	38981687	38982101	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr8-38503080-38504373	chr8	38503080	38504373	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr4-8307985-8309323	chr4	8307985	8309323	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr13-90007428-90017747	chr13	90007428	90017747	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr15-96508391-96510640	chr15	96508391	96510640	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr18-49053233-49054262	chr18	49053233	49054262	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr3-130232142-130233446	chr3	130232142	130233446	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr7-32889756-32890385	chr7	32889756	32890385	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr6-131423577-131425089	chr6	131423577	131425089	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr8-141430125-141430901	chr8	141430125	141430901	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-76921311-76921802	chr17	76921311	76921802	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-63790427-63791466	chr16	63790427	63791466	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-30075088-30076033	chr17	30075088	30076033	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr8-56909310-56910319	chr8	56909310	56910319	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr13-60735603-60737553	chr13	60735603	60737553	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-4849608-4852147	chr16	4849608	4852147	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr20-37752792-37753299	chr20	37752792	37753299	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr15-50298999-50299338	chr15	50298999	50299338	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-93438340-93439122	chr11	93438340	93439122	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr4-79258551-79259420	chr4	79258551	79259420	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr8-144770986-144772032	chr8	144770986	144772032	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-43821829-43823132	chr5	43821829	43823132	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr8-97711770-97713993	chr8	97711770	97713993	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-72702842-72704152	chr11	72702842	72704152	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr7-4362756-4363565	chr7	4362756	4363565	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr7-150586004-150586900	chr7	150586004	150586900	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr20-34286532-34287876	chr20	34286532	34287876	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-78407698-78411440	chr1	78407698	78411440	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-78539721-78540076	chr17	78539721	78540076	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr6-49603331-49604487	chr6	49603331	49604487	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr7-74784331-74784940	chr7	74784331	74784940	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-227343594-227344501	chr1	227343594	227344501	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr7-75667816-75668379	chr7	75667816	75668379	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr8-142188473-142189177	chr8	142188473	142189177	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-61429073-61429440	chr17	61429073	61429440	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr19-13885026-13886341	chr19	13885026	13886341	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr10-100932972-100933422	chr10	100932972	100933422	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr8-70107849-70114342	chr8	70107849	70114342	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr7-22982504-22983646	chr7	22982504	22983646	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr6-162838357-162839901	chr6	162838357	162839901	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-67426421-67426887	chr11	67426421	67426887	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-110118615-110119610	chr5	110118615	110119610	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr13-99762218-99762810	chr13	99762218	99762810	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr18-12409876-12410856	chr18	12409876	12410856	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-351780-353234	chr16	351780	353234	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-61274611-61278040	chr11	61274611	61278040	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr12-3595375-3596329	chr12	3595375	3596329	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr9-35369412-35371389	chr9	35369412	35371389	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-41200653-41201187	chr17	41200653	41201187	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-74153025-74154176	chr17	74153025	74154176	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr12-108420831-108422182	chr12	108420831	108422182	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chrX-25809833-25810487	chrX	25809833	25810487	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-58474366-58475260	chr1	58474366	58475260	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-59711569-59712245	chr16	59711569	59712245	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-26678558-26679800	chr1	26678558	26679800	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-80515791-80520737	chr1	80515791	80520737	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr2-101180511-101182241	chr2	101180511	101182241	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr20-57972979-57974482	chr20	57972979	57974482	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr3-161445750-161446690	chr3	161445750	161446690	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr9-143880467-143882060	chr9	143880467	143882060	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr13-50207279-50207982	chr13	50207279	50207982	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr20-45593849-45596484	chr20	45593849	45596484	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-94848997-94849634	chr16	94848997	94849634	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-2799931-2800694	chr16	2799931	2800694	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-10679315-10681449	chr17	10679315	10681449	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr22-45695284-45696630	chr22	45695284	45696630	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-95383423-95384613	chr5	95383423	95384613	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-62670996-62673585	chr16	62670996	62673585	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-17936336-17937840	chr17	17936336	17937840	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr12-113177957-113179858	chr12	113177957	113179858	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr9-140516502-140517815	chr9	140516502	140517815	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chrX-111631985-111634680	chrX	111631985	111634680	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-44161206-44162755	chr1	44161206	44162755	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-70948107-70950238	chr11	70948107	70950238	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr13-112647746-112648402	chr13	112647746	112648402	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-36220865-36221750	chr1	36220865	36221750	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr4-8663755-8664987	chr4	8663755	8664987	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr15-61655894-61657226	chr15	61655894	61657226	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr14-28308189-28309470	chr14	28308189	28309470	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr2-128741257-128741895	chr2	128741257	128741895	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-4432631-4433505	chr17	4432631	4433505	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr22-48808457-48809136	chr22	48808457	48809136	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr12-130972161-130972895	chr12	130972161	130972895	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-173087547-173088333	chr5	173087547	173088333	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-60873857-60874916	chr11	60873857	60874916	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr10-102666211-102666963	chr10	102666211	102666963	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-95858716-95859612	chr16	95858716	95859612	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr18-12872341-12873240	chr18	12872341	12873240	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-30448606-30451720	chr11	30448606	30451720	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr2-209802193-209805735	chr2	209802193	209805735	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-32837912-32838877	chr5	32837912	32838877	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-37593345-37597468	chr5	37593345	37597468	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr12-107551493-107552601	chr12	107551493	107552601	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr7-152486107-152486988	chr7	152486107	152486988	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-58684256-58686447	chr11	58684256	58686447	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr19-11018397-11019560	chr19	11018397	11019560	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-19922793-19923489	chr16	19922793	19923489	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr15-86412847-86413898	chr15	86412847	86413898	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr3-126092369-126095175	chr3	126092369	126095175	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr4-8390862-8391340	chr4	8390862	8391340	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr3-13475432-13476382	chr3	13475432	13476382	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr21-42772577-42773529	chr21	42772577	42773529	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr9-143926997-143928091	chr9	143926997	143928091	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-64273782-64274294	chr11	64273782	64274294	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-65156938-65157667	chr11	65156938	65157667	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr10-102631746-102633473	chr10	102631746	102633473	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr7-77766030-77766628	chr7	77766030	77766628	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr4-7566150-7567466	chr4	7566150	7567466	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-39684563-39687218	chr5	39684563	39687218	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-81102243-81102903	chr17	81102243	81102903	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr9-145769771-145770480	chr9	145769771	145770480	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-19173124-19174439	chr1	19173124	19174439	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr10-78729904-78730856	chr10	78729904	78730856	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-75540497-75543321	chr16	75540497	75543321	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-23936840-23939248	chr5	23936840	23939248	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-72378235-72379011	chr5	72378235	72379011	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-180923135-180924723	chr1	180923135	180924723	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr7-118612137-118614625	chr7	118612137	118614625	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr8-110301618-110303289	chr8	110301618	110303289	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr6-80923722-80925553	chr6	80923722	80925553	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr19-35407950-35408422	chr19	35407950	35408422	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr3-29076808-29077839	chr3	29076808	29077839	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr8-37795406-37795782	chr8	37795406	37795782	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr12-51837069-51838995	chr12	51837069	51838995	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-152749361-152749804	chr1	152749361	152749804	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-222264425-222265646	chr1	222264425	222265646	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr9-149908327-149910131	chr9	149908327	149910131	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-11623012-11625501	chr11	11623012	11625501	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-180421840-180422429	chr5	180421840	180422429	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-10871496-10874101	chr16	10871496	10874101	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-60220549-60222158	chr17	60220549	60222158	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr19-30909948-30912290	chr19	30909948	30912290	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr4-7048275-7050415	chr4	7048275	7050415	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-30250476-30251126	chr16	30250476	30251126	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr9-139737669-139738847	chr9	139737669	139738847	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-61003754-61004594	chr17	61003754	61004594	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr18-25295124-25296006	chr18	25295124	25296006	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr20-39927207-39927726	chr20	39927207	39927726	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr6-33546482-33547728	chr6	33546482	33547728	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr20-1328928-1331469	chr20	1328928	1331469	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr4-39971791-39972445	chr4	39971791	39972445	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chrX-128327102-128327917	chrX	128327102	128327917	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr22-20257150-20259450	chr22	20257150	20259450	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr20-60183601-60184588	chr20	60183601	60184588	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr2-204273432-204274602	chr2	204273432	204274602	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chrX-152777059-152777728	chrX	152777059	152777728	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-62430698-62433630	chr16	62430698	62433630	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-211966736-211967488	chr1	211966736	211967488	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr9-135856851-135859218	chr9	135856851	135859218	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr4-3602289-3603682	chr4	3602289	3603682	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr2-2718429-2719249	chr2	2718429	2719249	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-139491884-139492813	chr5	139491884	139492813	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr8-145760991-145761502	chr8	145760991	145761502	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-155300084-155302101	chr1	155300084	155302101	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr4-26438321-26439828	chr4	26438321	26439828	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr14-93279592-93280375	chr14	93279592	93280375	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
