eName	eChr	eStart	eEnd	Sample	Source	Repeat_Class
chr12-53337085-53338844	chr12	53337085	53338844	MMC-seq	CircleSeeker	Other
chr6-13764580-13766016	chr6	13764580	13766016	MMC-seq	CircleSeeker	Inverted-Repeat
chr17-10917293-10919780	chr17	10917293	10919780	MMC-seq	CircleSeeker	Other
chr11-65473836-65474611	chr11	65473836	65474611	MMC-seq	CircleSeeker	Other
chr2-32301780-32302373	chr2	32301780	32302373	MMC-seq	CircleSeeker	Other
chr1-218532685-218533250	chr1	218532685	218533250	MMC-seq	CircleSeeker	Other
chr4-120396435-120399419	chr4	120396435	120399419	MMC-seq	CircleSeeker	Other
chr16-17157206-17158861	chr16	17157206	17158861	MMC-seq	CircleSeeker	Other
chr3-163526534-163528394	chr3	163526534	163528394	MMC-seq	CircleSeeker	Other
chr16-79373070-79373460	chr16	79373070	79373460	MMC-seq	CircleSeeker	Other
chr8-130984893-130986639	chr8	130984893	130986639	MMC-seq	CircleSeeker	Other
chr17-2273607-2275892	chr17	2273607	2275892	MMC-seq	CircleSeeker	Inverted-Repeat
chr6-14907456-14907832	chr6	14907456	14907832	MMC-seq	CircleSeeker	Other
chr13-35819327-35820587	chr13	35819327	35820587	MMC-seq	CircleSeeker	Other
chr7-6574675-6575252	chr7	6574675	6575252	MMC-seq	CircleSeeker	Other
chr7-42322339-42323280	chr7	42322339	42323280	MMC-seq	CircleSeeker	Other
chr9-85156552-85157495	chr9	85156552	85157495	MMC-seq	CircleSeeker	Other
chr16-54184828-54185826	chr16	54184828	54185826	MMC-seq	CircleSeeker	Other
chr1-63711225-63712606	chr1	63711225	63712606	MMC-seq	CircleSeeker	Inverted-Repeat
chr14-18158007-18159745	chr14	18158007	18159745	MMC-seq	CircleSeeker	Other
chr8-2857131-2858591	chr8	2857131	2858591	MMC-seq	CircleSeeker	Other
chr4-5157246-5157930	chr4	5157246	5157930	MMC-seq	CircleSeeker	Other
chr13-97472011-97472388	chr13	97472011	97472388	MMC-seq	CircleSeeker	Other
chr1-231648116-231648954	chr1	231648116	231648954	MMC-seq	CircleSeeker	Other
chr14-88511537-88513701	chr14	88511537	88513701	MMC-seq	CircleSeeker	Other
chr6-117753417-117756350	chr6	117753417	117756350	MMC-seq	CircleSeeker	Other
chr16-83996913-83998354	chr16	83996913	83998354	MMC-seq	CircleSeeker	Other
chr12-52268831-52270819	chr12	52268831	52270819	MMC-seq	CircleSeeker	Direct-Repeat
chr5-62782720-62785283	chr5	62782720	62785283	MMC-seq	CircleSeeker	Other
chr10-11878434-11880367	chr10	11878434	11880367	MMC-seq	CircleSeeker	Other
chr11-59115386-59116107	chr11	59115386	59116107	MMC-seq	CircleSeeker	Other
chr4-88023283-88023856	chr4	88023283	88023856	MMC-seq	CircleSeeker	Direct-Repeat
chr17-36431232-36432242	chr17	36431232	36432242	MMC-seq	CircleSeeker	Direct-Repeat
chr8-69992105-69992774	chr8	69992105	69992774	MMC-seq	CircleSeeker	Other
chr15-72338163-72339222	chr15	72338163	72339222	MMC-seq	CircleSeeker	Other
chr4-140943890-140945024	chr4	140943890	140945024	MMC-seq	CircleSeeker	Other
chrX-34036378-34037397	chrX	34036378	34037397	MMC-seq	CircleSeeker	Other
chr1-61995146-61996044	chr1	61995146	61996044	MMC-seq	CircleSeeker	Other
chr1-211443908-211444254	chr1	211443908	211444254	MMC-seq	CircleSeeker	Other
chr6-101357929-101359490	chr6	101357929	101359490	MMC-seq	CircleSeeker	Other
chr7-149665444-149666352	chr7	149665444	149666352	MMC-seq	CircleSeeker	Both
chr12-63065228-63066876	chr12	63065228	63066876	MMC-seq	CircleSeeker	Other
chr11-9235140-9236550	chr11	9235140	9236550	MMC-seq	CircleSeeker	Other
chr9-33984239-33984636	chr9	33984239	33984636	MMC-seq	CircleSeeker	Other
chr19-5919592-5920320	chr19	5919592	5920320	MMC-seq	CircleSeeker	Other
chr8-38897410-38898723	chr8	38897410	38898723	MMC-seq	CircleSeeker	Other
chr12-121679625-121683780	chr12	121679625	121683780	MMC-seq	CircleSeeker	Direct-Repeat
chr5-22970967-22971521	chr5	22970967	22971521	MMC-seq	CircleSeeker	Both
chr10-102491823-102492404	chr10	102491823	102492404	MMC-seq	CircleSeeker	Direct-Repeat
chr15-61651242-61652570	chr15	61651242	61652570	MMC-seq	CircleSeeker	Other
chr17-32734073-32734669	chr17	32734073	32734669	MMC-seq	CircleSeeker	Other
chr2-27344973-27348028	chr2	27344973	27348028	MMC-seq	CircleSeeker	Other
chr16-19140467-19142767	chr16	19140467	19142767	MMC-seq	CircleSeeker	Other
chr3-180932467-180933774	chr3	180932467	180933774	MMC-seq	CircleSeeker	Other
chr3-92472595-92473191	chr3	92472595	92473191	MMC-seq	CircleSeeker	Other
chr4-10035141-10036627	chr4	10035141	10036627	MMC-seq	CircleSeeker	Both
chr11-8815371-8816364	chr11	8815371	8816364	MMC-seq	CircleSeeker	Other
chr17-5218213-5221056	chr17	5218213	5221056	MMC-seq	CircleSeeker	Inverted-Repeat
chr8-141058408-141058982	chr8	141058408	141058982	MMC-seq	CircleSeeker	Other
chrX-141364448-141364870	chrX	141364448	141364870	MMC-seq	CircleSeeker	Other
chr4-136277898-136279081	chr4	136277898	136279081	MMC-seq	CircleSeeker	Other
chr9-14810051-14811062	chr9	14810051	14811062	MMC-seq	CircleSeeker	Other
chr2-67648364-67650528	chr2	67648364	67650528	MMC-seq	CircleSeeker	Other
chr12-99327092-99329294	chr12	99327092	99329294	MMC-seq	CircleSeeker	Other
chr3-119921038-119922130	chr3	119921038	119922130	MMC-seq	CircleSeeker	Other
chr15-82020511-82020920	chr15	82020511	82020920	MMC-seq	CircleSeeker	Other
chr7-50596743-50598363	chr7	50596743	50598363	MMC-seq	CircleSeeker	Other
chr15-54981775-54983102	chr15	54981775	54983102	MMC-seq	CircleSeeker	Other
chr13-39592733-39593534	chr13	39592733	39593534	MMC-seq	CircleSeeker	Other
chr2-29656205-29657733	chr2	29656205	29657733	MMC-seq	CircleSeeker	Both
chr7-136554985-136556345	chr7	136554985	136556345	MMC-seq	CircleSeeker	Other
chr1-195319577-195320937	chr1	195319577	195320937	MMC-seq	CircleSeeker	Other
chr5-5560583-5562985	chr5	5560583	5562985	MMC-seq	CircleSeeker	Other
chr17-36483441-36485879	chr17	36483441	36485879	MMC-seq	CircleSeeker	Direct-Repeat
chr14-61739741-61741194	chr14	61739741	61741194	MMC-seq	CircleSeeker	Other
chr9-103421596-103423923	chr9	103421596	103423923	MMC-seq	CircleSeeker	Other
chr10-103907734-103908111	chr10	103907734	103908111	MMC-seq	CircleSeeker	Other
chr1-20427473-20428066	chr1	20427473	20428066	MMC-seq	CircleSeeker	Other
chr3-198446132-198446979	chr3	198446132	198446979	MMC-seq	CircleSeeker	Other
chr9-120833941-120834290	chr9	120833941	120834290	MMC-seq	CircleSeeker	Other
chr16-503868-504984	chr16	503868	504984	MMC-seq	CircleSeeker	Other
chr17-44005433-44006957	chr17	44005433	44006957	MMC-seq	CircleSeeker	Other
chr12-41023193-41024403	chr12	41023193	41024403	MMC-seq	CircleSeeker	Other
chr5-116488950-116490533	chr5	116488950	116490533	MMC-seq	CircleSeeker	Other
chr13-78975561-78976822	chr13	78975561	78976822	MMC-seq	CircleSeeker	Other
chr20-56991360-56993781	chr20	56991360	56993781	MMC-seq	CircleSeeker	Other
chr7-118683291-118684616	chr7	118683291	118684616	MMC-seq	CircleSeeker	Direct-Repeat
chr6-40875230-40877817	chr6	40875230	40877817	MMC-seq	CircleSeeker	Direct-Repeat
chr1-31820994-31822142	chr1	31820994	31822142	MMC-seq	CircleSeeker	Other
chr1-96262156-96263128	chr1	96262156	96263128	MMC-seq	CircleSeeker	Other
chr3-69203540-69203836	chr3	69203540	69203836	MMC-seq	CircleSeeker	Other
chr1-107475178-107476391	chr1	107475178	107476391	MMC-seq	CircleSeeker	Other
chr5-62962703-62963724	chr5	62962703	62963724	MMC-seq	CircleSeeker	Other
chr3-51551118-51551668	chr3	51551118	51551668	MMC-seq	CircleSeeker	Other
chr11-61720909-61722437	chr11	61720909	61722437	MMC-seq	CircleSeeker	Other
chr8-103940403-103940876	chr8	103940403	103940876	MMC-seq	CircleSeeker	Direct-Repeat
chr11-130439593-130440168	chr11	130439593	130440168	MMC-seq	CircleSeeker	Other
chr9-22953528-22954578	chr9	22953528	22954578	MMC-seq	CircleSeeker	Other
chr20-38804160-38805627	chr20	38804160	38805627	MMC-seq	CircleSeeker	Other
chr5-18929382-18929987	chr5	18929382	18929987	MMC-seq	CircleSeeker	Both
chr4-96539493-96541111	chr4	96539493	96541111	MMC-seq	CircleSeeker	Other
chr2-24759710-24760811	chr2	24759710	24760811	MMC-seq	CircleSeeker	Other
chr6-35862831-35865720	chr6	35862831	35865720	MMC-seq	CircleSeeker	Inverted-Repeat
chr10-93573921-93578147	chr10	93573921	93578147	MMC-seq	CircleSeeker	Other
chr11-128874876-128875663	chr11	128874876	128875663	MMC-seq	CircleSeeker	Direct-Repeat
chr10-6447366-6448750	chr10	6447366	6448750	MMC-seq	CircleSeeker	Inverted-Repeat
chr16-80549529-80554133	chr16	80549529	80554133	MMC-seq	CircleSeeker	Other
chr5-142702644-142705214	chr5	142702644	142705214	MMC-seq	CircleSeeker	Direct-Repeat
chr16-9140368-9141187	chr16	9140368	9141187	MMC-seq	CircleSeeker	Other
chr5-36658169-36659496	chr5	36658169	36659496	MMC-seq	CircleSeeker	Other
chr15-98020001-98021926	chr15	98020001	98021926	MMC-seq	CircleSeeker	Direct-Repeat
chr2-191192357-191192738	chr2	191192357	191192738	MMC-seq	CircleSeeker	Other
chr11-62038614-62039489	chr11	62038614	62039489	MMC-seq	CircleSeeker	Direct-Repeat
chr1-39239105-39239815	chr1	39239105	39239815	MMC-seq	CircleSeeker	Other
chr9-139146534-139147250	chr9	139146534	139147250	MMC-seq	CircleSeeker	Direct-Repeat
chr2-557303-558114	chr2	557303	558114	MMC-seq	CircleSeeker	Other
chr3-176514172-176515310	chr3	176514172	176515310	MMC-seq	CircleSeeker	Other
chr8-62231461-62232555	chr8	62231461	62232555	MMC-seq	CircleSeeker	Other
chr6-17443027-17443743	chr6	17443027	17443743	MMC-seq	CircleSeeker	Other
chr6-12194495-12194911	chr6	12194495	12194911	MMC-seq	CircleSeeker	Inverted-Repeat
chr2-681217-682646	chr2	681217	682646	MMC-seq	CircleSeeker	Other
chr11-20596450-20596838	chr11	20596450	20596838	MMC-seq	CircleSeeker	Other
chr12-132054965-132056132	chr12	132054965	132056132	MMC-seq	CircleSeeker	Other
chr4-2139377-2140231	chr4	2139377	2140231	MMC-seq	CircleSeeker	Other
chr8-129016186-129017765	chr8	129016186	129017765	MMC-seq	CircleSeeker	Direct-Repeat
chr7-103140534-103141314	chr7	103140534	103141314	MMC-seq	CircleSeeker	Other
chr9-36570656-36571289	chr9	36570656	36571289	MMC-seq	CircleSeeker	Other
chr10-127042659-127044546	chr10	127042659	127044546	MMC-seq	CircleSeeker	Other
chr16-91265145-91266132	chr16	91265145	91266132	MMC-seq	CircleSeeker	Other
chr22-25427450-25427913	chr22	25427450	25427913	MMC-seq	CircleSeeker	Other
chr20-65241118-65242488	chr20	65241118	65242488	MMC-seq	CircleSeeker	Other
chr2-88164811-88169532	chr2	88164811	88169532	MMC-seq	CircleSeeker	Other
chr20-59988077-59989307	chr20	59988077	59989307	MMC-seq	CircleSeeker	Other
chr5-39077163-39079750	chr5	39077163	39079750	MMC-seq	CircleSeeker	Inverted-Repeat
chr6-11476903-11478064	chr6	11476903	11478064	MMC-seq	CircleSeeker	Other
chr4-175988103-175988974	chr4	175988103	175988974	MMC-seq	CircleSeeker	Other
chr11-115433207-115433960	chr11	115433207	115433960	MMC-seq	CircleSeeker	Other
chr3-164289369-164289713	chr3	164289369	164289713	MMC-seq	CircleSeeker	Direct-Repeat
chr1-98309771-98311355	chr1	98309771	98311355	MMC-seq	CircleSeeker	Other
chr2-28687651-28689819	chr2	28687651	28689819	MMC-seq	CircleSeeker	Other
chr6-5507967-5510515	chr6	5507967	5510515	MMC-seq	CircleSeeker	Inverted-Repeat
chr6-13182616-13184850	chr6	13182616	13184850	MMC-seq	CircleSeeker	Other
chr13-67882969-67884843	chr13	67882969	67884843	MMC-seq	CircleSeeker	Other
chr8-67412722-67414073	chr8	67412722	67414073	MMC-seq	CircleSeeker	Direct-Repeat
chr16-12792184-12793024	chr16	12792184	12793024	MMC-seq	CircleSeeker	Other
chr19-52795845-52797697	chr19	52795845	52797697	MMC-seq	CircleSeeker	Other
chr18-44726907-44727872	chr18	44726907	44727872	MMC-seq	CircleSeeker	Other
chr11-95270230-95271064	chr11	95270230	95271064	MMC-seq	CircleSeeker	Inverted-Repeat
chr7-2356799-2358702	chr7	2356799	2358702	MMC-seq	CircleSeeker	Other
chr16-71411963-71413158	chr16	71411963	71413158	MMC-seq	CircleSeeker	Other
chr11-79741037-79741630	chr11	79741037	79741630	MMC-seq	CircleSeeker	Other
chr19-42496450-42497071	chr19	42496450	42497071	MMC-seq	CircleSeeker	Other
chr3-200740644-200741917	chr3	200740644	200741917	MMC-seq	CircleSeeker	Other
chr19-2469610-2470563	chr19	2469610	2470563	MMC-seq	CircleSeeker	Other
chr2-95808198-95811263	chr2	95808198	95811263	MMC-seq	CircleSeeker	Other
chr9-44731283-44731835	chr9	44731283	44731835	MMC-seq	CircleSeeker	Inverted-Repeat
chr15-34602458-34603393	chr15	34602458	34603393	MMC-seq	CircleSeeker	Other
chr19-49871534-49872855	chr19	49871534	49872855	MMC-seq	CircleSeeker	Both
chr1-113418855-113420680	chr1	113418855	113420680	MMC-seq	CircleSeeker	Both
chr8-140893338-140894475	chr8	140893338	140894475	MMC-seq	CircleSeeker	Other
chr10-128034757-128035739	chr10	128034757	128035739	MMC-seq	CircleSeeker	Other
chrX-16423405-16424233	chrX	16423405	16424233	MMC-seq	CircleSeeker	Other
chr15-42357112-42360056	chr15	42357112	42360056	MMC-seq	CircleSeeker	Other
chr8-146225179-146226117	chr8	146225179	146226117	MMC-seq	CircleSeeker	Other
chr9-116293382-116296973	chr9	116293382	116296973	MMC-seq	CircleSeeker	Other
chr17-73458433-73460400	chr17	73458433	73460400	MMC-seq	CircleSeeker	Other
chr6-52749300-52752228	chr6	52749300	52752228	MMC-seq	CircleSeeker	Inverted-Repeat
chr5-81675654-81676463	chr5	81675654	81676463	MMC-seq	CircleSeeker	Direct-Repeat
chr6-12343052-12343655	chr6	12343052	12343655	MMC-seq	CircleSeeker	Direct-Repeat
chr2-33435301-33437094	chr2	33435301	33437094	MMC-seq	CircleSeeker	Other
chr2-34068937-34070046	chr2	34068937	34070046	MMC-seq	CircleSeeker	Other
chr10-70187446-70188544	chr10	70187446	70188544	MMC-seq	CircleSeeker	Other
chr3-72903006-72903675	chr3	72903006	72903675	MMC-seq	CircleSeeker	Other
chr13-71858726-71859171	chr13	71858726	71859171	MMC-seq	CircleSeeker	Other
chr7-4825887-4827044	chr7	4825887	4827044	MMC-seq	CircleSeeker	Other
chr3-171398411-171402156	chr3	171398411	171402156	MMC-seq	CircleSeeker	Other
chr5-152096636-152097804	chr5	152096636	152097804	MMC-seq	CircleSeeker	Other
chr10-130497499-130498303	chr10	130497499	130498303	MMC-seq	CircleSeeker	Other
chr11-99599402-99601668	chr11	99599402	99601668	MMC-seq	CircleSeeker	Both
chr5-17245714-17246687	chr5	17245714	17246687	MMC-seq	CircleSeeker	Other
chr1-31431679-31433645	chr1	31431679	31433645	MMC-seq	CircleSeeker	Direct-Repeat
chr17-81790549-81791578	chr17	81790549	81791578	MMC-seq	CircleSeeker	Other
chr4-128607768-128608713	chr4	128607768	128608713	MMC-seq	CircleSeeker	Both
chr17-83784462-83785862	chr17	83784462	83785862	MMC-seq	CircleSeeker	Direct-Repeat
chr5-10627592-10630204	chr5	10627592	10630204	MMC-seq	CircleSeeker	Other
chr14-97980805-97981143	chr14	97980805	97981143	MMC-seq	CircleSeeker	Other
chr8-52048797-52049508	chr8	52048797	52049508	MMC-seq	CircleSeeker	Other
chr8-53652056-53653630	chr8	53652056	53653630	MMC-seq	CircleSeeker	Other
chr9-12537351-12537996	chr9	12537351	12537996	MMC-seq	CircleSeeker	Other
chr21-12067955-12068780	chr21	12067955	12068780	MMC-seq	CircleSeeker	Direct-Repeat
chr16-20829208-20830353	chr16	20829208	20830353	MMC-seq	CircleSeeker	Other
chr6-39847534-39848920	chr6	39847534	39848920	MMC-seq	CircleSeeker	Other
chr20-52328795-52329184	chr20	52328795	52329184	MMC-seq	CircleSeeker	Other
chr3-188831446-188833036	chr3	188831446	188833036	MMC-seq	CircleSeeker	Other
chr18-64095391-64097698	chr18	64095391	64097698	MMC-seq	CircleSeeker	Other
chr17-43858188-43860319	chr17	43858188	43860319	MMC-seq	CircleSeeker	Other
chr10-126320805-126322574	chr10	126320805	126322574	MMC-seq	CircleSeeker	Other
chr19-31433368-31436183	chr19	31433368	31436183	MMC-seq	CircleSeeker	Other
chr7-101209969-101212127	chr7	101209969	101212127	MMC-seq	CircleSeeker	Other
chr7-129329656-129330391	chr7	129329656	129330391	MMC-seq	CircleSeeker	Other
chr3-144498362-144499793	chr3	144498362	144499793	MMC-seq	CircleSeeker	Other
chr22-40966997-40968116	chr22	40966997	40968116	MMC-seq	CircleSeeker	Other
chr20-35440237-35442994	chr20	35440237	35442994	MMC-seq	CircleSeeker	Other
chr1-94815911-94816761	chr1	94815911	94816761	MMC-seq	CircleSeeker	Other
chr20-38451265-38454041	chr20	38451265	38454041	MMC-seq	CircleSeeker	Direct-Repeat
chr2-207221298-207223241	chr2	207221298	207223241	MMC-seq	CircleSeeker	Other
chr2-153439617-153441087	chr2	153439617	153441087	MMC-seq	CircleSeeker	Other
chr8-46395962-46397117	chr8	46395962	46397117	MMC-seq	CircleSeeker	Other
chr5-10539767-10540770	chr5	10539767	10540770	MMC-seq	CircleSeeker	Other
chr10-114027177-114028334	chr10	114027177	114028334	MMC-seq	CircleSeeker	Other
chr12-478372-479072	chr12	478372	479072	MMC-seq	CircleSeeker	Inverted-Repeat
chr17-83139078-83140208	chr17	83139078	83140208	MMC-seq	CircleSeeker	Other
chr15-52668743-52669338	chr15	52668743	52669338	MMC-seq	CircleSeeker	Direct-Repeat
chr10-6124154-6125190	chr10	6124154	6125190	MMC-seq	CircleSeeker	Other
chr20-65701578-65701990	chr20	65701578	65701990	MMC-seq	CircleSeeker	Other
chr3-133813395-133815680	chr3	133813395	133815680	MMC-seq	CircleSeeker	Other
chr1-52138072-52139267	chr1	52138072	52139267	MMC-seq	CircleSeeker	Other
chr1-144659081-144661391	chr1	144659081	144661391	MMC-seq	CircleSeeker	Other
chr13-18958017-18958617	chr13	18958017	18958617	MMC-seq	CircleSeeker	Other
chr9-126077117-126080072	chr9	126077117	126080072	MMC-seq	CircleSeeker	Other
chr1-42835164-42835604	chr1	42835164	42835604	MMC-seq	CircleSeeker	Direct-Repeat
chrX-48558854-48559430	chrX	48558854	48559430	MMC-seq	CircleSeeker	Other
chr22-4812540-4814790	chr22	4812540	4814790	MMC-seq	CircleSeeker	Other
chr5-34593721-34595060	chr5	34593721	34595060	MMC-seq	CircleSeeker	Other
chr14-51373631-51374530	chr14	51373631	51374530	MMC-seq	CircleSeeker	Direct-Repeat
chr1-113096836-113097605	chr1	113096836	113097605	MMC-seq	CircleSeeker	Direct-Repeat
chr9-14425689-14427344	chr9	14425689	14427344	MMC-seq	CircleSeeker	Other
chr2-209602970-209605227	chr2	209602970	209605227	MMC-seq	CircleSeeker	Inverted-Repeat
chr1-107521033-107522401	chr1	107521033	107522401	MMC-seq	CircleSeeker	Other
chr19-18521026-18521400	chr19	18521026	18521400	MMC-seq	CircleSeeker	Other
chr1-7801576-7803205	chr1	7801576	7803205	MMC-seq	CircleSeeker	Other
chr16-11507638-11508858	chr16	11507638	11508858	MMC-seq	CircleSeeker	Other
chr3-55596473-55597613	chr3	55596473	55597613	MMC-seq	CircleSeeker	Other
chr22-32907491-32908454	chr22	32907491	32908454	MMC-seq	CircleSeeker	Other
chr1-112055766-112058143	chr1	112055766	112058143	MMC-seq	CircleSeeker	Inverted-Repeat
chr9-135269350-135272759	chr9	135269350	135272759	MMC-seq	CircleSeeker	Other
chr1-153592053-153592436	chr1	153592053	153592436	MMC-seq	CircleSeeker	Other
chr16-2746460-2748081	chr16	2746460	2748081	MMC-seq	CircleSeeker	Other
chr15-37132403-37134929	chr15	37132403	37134929	MMC-seq	CircleSeeker	Other
chr20-48414752-48415215	chr20	48414752	48415215	MMC-seq	CircleSeeker	Other
chr20-60771479-60772857	chr20	60771479	60772857	MMC-seq	CircleSeeker	Other
chr5-180220495-180221394	chr5	180220495	180221394	MMC-seq	CircleSeeker	Other
chr11-47955904-47956900	chr11	47955904	47956900	MMC-seq	CircleSeeker	Direct-Repeat
chr7-93437957-93438438	chr7	93437957	93438438	MMC-seq	CircleSeeker	Other
chr8-103248002-103249430	chr8	103248002	103249430	MMC-seq	CircleSeeker	Direct-Repeat
chr14-29176070-29176439	chr14	29176070	29176439	MMC-seq	CircleSeeker	Other
chr17-77259596-77260519	chr17	77259596	77260519	MMC-seq	CircleSeeker	Inverted-Repeat
chr5-154578976-154582898	chr5	154578976	154582898	MMC-seq	CircleSeeker	Other
chr5-42920375-42922033	chr5	42920375	42922033	MMC-seq	CircleSeeker	Other
chr18-7896377-7897311	chr18	7896377	7897311	MMC-seq	CircleSeeker	Other
chr11-81322767-81323906	chr11	81322767	81323906	MMC-seq	CircleSeeker	Other
chr10-19113241-19114827	chr10	19113241	19114827	MMC-seq	CircleSeeker	Other
chr5-11956995-11958400	chr5	11956995	11958400	MMC-seq	CircleSeeker	Other
chr21-27921002-27923336	chr21	27921002	27923336	MMC-seq	CircleSeeker	Direct-Repeat
chr1-116602095-116602915	chr1	116602095	116602915	MMC-seq	CircleSeeker	Other
chr5-37899146-37899428	chr5	37899146	37899428	MMC-seq	CircleSeeker	Other
chr22-38353980-38355692	chr22	38353980	38355692	MMC-seq	CircleSeeker	Other
chr19-8422441-8423372	chr19	8422441	8423372	MMC-seq	CircleSeeker	Direct-Repeat
chr1-99786519-99787351	chr1	99786519	99787351	MMC-seq	CircleSeeker	Other
chr5-138089230-138091550	chr5	138089230	138091550	MMC-seq	CircleSeeker	Other
chr2-135704930-135705915	chr2	135704930	135705915	MMC-seq	CircleSeeker	Inverted-Repeat
chr10-123964371-123965995	chr10	123964371	123965995	MMC-seq	CircleSeeker	Other
chr2-41933399-41934655	chr2	41933399	41934655	MMC-seq	CircleSeeker	Other
chr16-54639284-54640104	chr16	54639284	54640104	MMC-seq	CircleSeeker	Other
chr1-225747115-225748185	chr1	225747115	225748185	MMC-seq	CircleSeeker	Other
chr11-48107461-48110166	chr11	48107461	48110166	MMC-seq	CircleSeeker	Other
chr12-8518322-8520030	chr12	8518322	8520030	MMC-seq	CircleSeeker	Other
chr2-74137567-74139442	chr2	74137567	74139442	MMC-seq	CircleSeeker	Other
chr2-237447790-237448774	chr2	237447790	237448774	MMC-seq	CircleSeeker	Other
chr15-90023925-90026388	chr15	90023925	90026388	MMC-seq	CircleSeeker	Other
chr11-33995885-33997477	chr11	33995885	33997477	MMC-seq	CircleSeeker	Other
chr20-42628762-42629615	chr20	42628762	42629615	MMC-seq	CircleSeeker	Other
chr3-193847486-193849314	chr3	193847486	193849314	MMC-seq	CircleSeeker	Other
chr8-43143247-43144845	chr8	43143247	43144845	MMC-seq	CircleSeeker	Direct-Repeat
chr8-127311444-127312498	chr8	127311444	127312498	MMC-seq	CircleSeeker	Direct-Repeat
chr6-9267688-9269184	chr6	9267688	9269184	MMC-seq	CircleSeeker	Other
chr5-10342636-10344352	chr5	10342636	10344352	MMC-seq	CircleSeeker	Inverted-Repeat
chr2-122126589-122127215	chr2	122126589	122127215	MMC-seq	CircleSeeker	Other
chr3-125382373-125383516	chr3	125382373	125383516	MMC-seq	CircleSeeker	Other
chr4-38922743-38923388	chr4	38922743	38923388	MMC-seq	CircleSeeker	Other
chr7-43348859-43349486	chr7	43348859	43349486	MMC-seq	CircleSeeker	Other
chr7-67915893-67916190	chr7	67915893	67916190	MMC-seq	CircleSeeker	Other
chr22-19303281-19303833	chr22	19303281	19303833	MMC-seq	CircleSeeker	Other
chr21-42557099-42559613	chr21	42557099	42559613	MMC-seq	CircleSeeker	Other
chr18-80203765-80204552	chr18	80203765	80204552	MMC-seq	CircleSeeker	Other
chr8-125740409-125742207	chr8	125740409	125742207	MMC-seq	CircleSeeker	Other
chr15-81361316-81362375	chr15	81361316	81362375	MMC-seq	CircleSeeker	Other
chr10-72135891-72137125	chr10	72135891	72137125	MMC-seq	CircleSeeker	Other
chr1-111495285-111495956	chr1	111495285	111495956	MMC-seq	CircleSeeker	Both
chr5-79033914-79036303	chr5	79033914	79036303	MMC-seq	CircleSeeker	Other
chr11-14617267-14620563	chr11	14617267	14620563	MMC-seq	CircleSeeker	Other
chrX-116773074-116773942	chrX	116773074	116773942	MMC-seq	CircleSeeker	Other
chr7-123440434-123442398	chr7	123440434	123442398	MMC-seq	CircleSeeker	Other
chr19-2772918-2774566	chr19	2772918	2774566	MMC-seq	CircleSeeker	Other
chr4-59465042-59466402	chr4	59465042	59466402	MMC-seq	CircleSeeker	Other
chr2-209741336-209742310	chr2	209741336	209742310	MMC-seq	CircleSeeker	Other
chr6-26179835-26181287	chr6	26179835	26181287	MMC-seq	CircleSeeker	Other
chr1-105963487-105967142	chr1	105963487	105967142	MMC-seq	CircleSeeker	Other
chr10-109937548-109938665	chr10	109937548	109938665	MMC-seq	CircleSeeker	Direct-Repeat
chr17-65955328-65958041	chr17	65955328	65958041	MMC-seq	CircleSeeker	Other
chr3-149681359-149684316	chr3	149681359	149684316	MMC-seq	CircleSeeker	Other
chr22-21025709-21027106	chr22	21025709	21027106	MMC-seq	CircleSeeker	Other
chr1-77409545-77411013	chr1	77409545	77411013	MMC-seq	CircleSeeker	Other
chr7-103911733-103912494	chr7	103911733	103912494	MMC-seq	CircleSeeker	Other
chr15-19646792-19648406	chr15	19646792	19648406	MMC-seq	CircleSeeker	Other
chr3-125702028-125702373	chr3	125702028	125702373	MMC-seq	CircleSeeker	Other
chr6-133640652-133642621	chr6	133640652	133642621	MMC-seq	CircleSeeker	Other
chr2-88476178-88477845	chr2	88476178	88477845	MMC-seq	CircleSeeker	Other
chr2-95102697-95104474	chr2	95102697	95104474	MMC-seq	CircleSeeker	Other
chr12-121054208-121055371	chr12	121054208	121055371	MMC-seq	CircleSeeker	Other
chr15-62513990-62514692	chr15	62513990	62514692	MMC-seq	CircleSeeker	Other
chr1-223528929-223530369	chr1	223528929	223530369	MMC-seq	CircleSeeker	Other
chr16-83830646-83831861	chr16	83830646	83831861	MMC-seq	CircleSeeker	Other
chr6-52013206-52014574	chr6	52013206	52014574	MMC-seq	CircleSeeker	Other
chr2-32133704-32134865	chr2	32133704	32134865	MMC-seq	CircleSeeker	Other
chr20-36759521-36761487	chr20	36759521	36761487	MMC-seq	CircleSeeker	Other
chr14-18245953-18248148	chr14	18245953	18248148	MMC-seq	CircleSeeker	Other
chr13-18801993-18803384	chr13	18801993	18803384	MMC-seq	CircleSeeker	Other
chr1-207757874-207758507	chr1	207757874	207758507	MMC-seq	CircleSeeker	Other
chr12-48142688-48144115	chr12	48142688	48144115	MMC-seq	CircleSeeker	Other
chr5-143395427-143396438	chr5	143395427	143396438	MMC-seq	CircleSeeker	Other
chr2-214251546-214252360	chr2	214251546	214252360	MMC-seq	CircleSeeker	Inverted-Repeat
chr11-128680001-128682604	chr11	128680001	128682604	MMC-seq	CircleSeeker	Inverted-Repeat
chr12-6096666-6097846	chr12	6096666	6097846	MMC-seq	CircleSeeker	Direct-Repeat
